Product Name,Price,Rating,Reviews,Supported Apps,Operating System,Resolution,Sound System
InnoQ Spectra 102 cm (40 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"11,490",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
TCL C655 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV T-SCREEN |Dolby Vision-Atmos | Hands-Free...,"27,990",4.2,"1,227 Ratings&117 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Years Comprehensive Warranty on Product
SONY 80 cm (32 inch) Full HD 3D LED Smart Google TV with Smart TV Features: Google TV | Watchlist | Go...,"26,999",3.8,8 Ratings&0 Reviews,Operating System: Google TV,Full HD 1366 x 768 Pixels,Launch Year: 2024,1 Year Domestic warrenty
OnePlus U1S 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV with Far field and Dolby Audio,"59,233",4.4,"18,493 Ratings&1,791 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2021,1 Year Warranty on Product and 1 Year Warranty on Panel
Haier 80 cm (32 inch) HD Ready LED Android TV,"16,499",4,15 Ratings&1 Reviews,Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2020,1Year Warranty Provided by the Manufacturer from Date of Purchase
REDMI 80 cm (32 inch) HD Ready LED Smart FireTv OS 7 TV with 2 table stand,"15,890",4.1,8 Ratings&0 Reviews,Operating System: FireTv OS 7,HD Ready 1366 x 768 Pixels,Launch Year: 2023,1 Year Warranty on the Product
KODAK 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Atmos | HDR 10 | 40W Sound Output...,"25,999",4.5,"5,124 Ratings&1,075 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Warranty on Product and 6 Months Warranty on Accessories
Infinix 109 cm (43 inch) QLED Full HD Smart Google TV,"16,999",4,940 Ratings&110 Reviews,Operating System: Google TV,Full HD 1920 x 1080 Pixels,Launch Year: 2024,1 Year Warranty on Product
Blaupunkt Sigma 60 cm (24 inch) HD Ready LED Smart Linux TV,"5,999",4.1,"2,010 Ratings&227 Reviews",Operating System: Linux,HD Ready 1366 x 768 Pixels,Launch Year: 2022,1 Year Warranty on Product and 6 Months Warranty on Accessories
"Acer V Series 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision-Atmos, MEMC, HDMI2.1","24,999",4,"1,367 Ratings&157 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 Years Comprehensive Warranty on Product from the Date of Purchase
Thomson 9A Series 80 cm (32 inch) HD Ready LED Smart Android TV,"9,499",4.3,"1,24,547 Ratings&21,701 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2020,1 Year Warranty on Product & 6 Months on Accessories
TOSHIBA C350MP 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision and Engine,"23,999",4.3,"6,111 Ratings&1,105 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 Years Warranty
Panasonic 80 cm (32 inch) HD Ready LED Smart Android TV with Sleek Design,"19,990",3.9,30 Ratings&4 Reviews,Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2023,1 Year Warranty Redmi Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module
Foxsky 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV,"27,999",3.7,179 Ratings&40 Reviews,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Manufacturer Warranty from SkyWall
"Hisense Q7N 215 cm (85 inch) QLED Ultra HD (4K) Smart VIDAA TV 2024 Edition, Dolby Vision Atmos, 61W S...","1,69,999",4.3,"6,193 Ratings&915 Reviews",Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Comprehensive Warranty
"Hisense Q7N 164 cm (65 inch) QLED Ultra HD (4K) Smart VIDAA TV 2024 Edition, Dolby Vision Atmos, 49W S...","64,999",4.3,"6,193 Ratings&915 Reviews",Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Years Comprehensive Warranty
Acer V Pro Series 138.7 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"35,999",4,"1,367 Ratings&157 Reviews",Operating System: Google TV,Ultra HD (4K) 3840x2161 Pixels,Launch Year: 2025,1
TCL C645 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV With Hands-Free Voice Control,"19,999",4.2,"4,695 Ratings&416 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 Years Warranty on Product
Thomson FA Series 106 cm (42 inch) Full HD LED Smart Android TV with Dolby Digital Plus & Android 11,"15,499",4.3,"1,24,547 Ratings&21,701 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2023,1 Year Warranty on Product and 6 Months Warranty on Accessories
Blaupunkt Cybersound 80 cm (32 inch) HD Ready LED Smart Android TV with 40W Speaker,"8,499",4.4,"16,270 Ratings&3,467 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2021,1 Year Warranty on Product & 6 Months on Accessories
Aiwa 81.28 cm (32 inch) QLED HD Ready Smart Google TV 1N Remot Control| |4N Screw| |1N User Manual wit...,"14,990",4,8 Ratings&2 Reviews,Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2024,1 Year Comprehensive Warranty
iFFALCON by TCL 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Atmos Vision & HDR10,"21,999",4.2,"3,769 Ratings&432 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty
Reliance 80 cm (32 inch) HD Ready LED Smart Google TV 2025 Edition with Next Generation Google Smart L...,"12,499",3.7,113 Ratings&11 Reviews,Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 year comprehensive brand warranty
Haier 165 cm (65 inch) Ultra HD (4K) LED Smart Google TV with & Far-Field,"60,990",3.9,17 Ratings&4 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year on Product and�1 Year additional warranty on panel
TCL C645 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV With Hands-Free Voice Control,"49,990",4.2,"4,695 Ratings&416 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 Years Warranty on Product
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
Acer Frameless 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with 30W Soundbar | upgradable to A...,"25,999",4.4,"7,028 Ratings&1,172 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2021,1 Year Warranty on the Product
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
Coocaa Frameless 138 cm (55 inch) Ultra HD (4K) LED Smart Coolita TV,"24,999",4.1,"2,467 Ratings&291 Reviews",Operating System: Coolita,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on Product
REALMERCURY 81.78 cm (32 inch) QLED Ultra HD (4K) Smart Android TV Remote,"13,250",2.7,9 Ratings&1 Reviews,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,"1 years manufacturers warranty , No Need To Go To Anywhere. Just Make A Call To Our Customer Care Number Or Call To Your Relationship Manager .With In 30 Minutes Our Service Engineer Will Come To Your Place .Anywhere In INDIA (On Site Warranty) . After Warranty Period Also REALMERCURY Will Take Care Of Everything . Warranty Does Not Cover Normal Wear and Tear and Damages Caused to the Product by Accident, Lightening, Ingress of Water, Fire, Dropping or Excessive Shock,Warranty Does Not Cover Any External Accessories (Such as Battery, Cable, Carrying Bag),"
TOSHIBA V35KP 108 cm (43 inch) Full HD LED Smart Android TV with DTS Virtual X,"18,999",4.3,"1,081 Ratings&146 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2022,2 Years Comprehensive Warranty on the Product
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
TCL 108 cm (43 inch) Full HD LED Smart Android TV with Google Assistant,"21,990",3.8,4 Ratings&0 Reviews,Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,1 Year Comprehensive Warranty from the Date of Purchase
CANDY 80 cm (32 inch) HD Ready LED Smart Android Based TV,"7,999",4.1,136 Ratings&26 Reviews,Operating System: Android Based,HD Ready 1366 x 768 Pixels,Launch Year: 2023,2 Years Warranty
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
CANDY 80 cm (32 inch) HD Ready LED Smart Android TV,"10,990",4.2,259 Ratings&41 Reviews,Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2023,2 Years Warranty
MarQ by Flipkart 80 cm (32 inch) HD Ready LED Smart Google TV,"9,999",4.1,616 Ratings&71 Reviews,Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2023,1 Year Warranty
SAMSUNG 80 cm (30 inch) HD Ready LED Smart Tizen TV,"16,690",5,3 Ratings&0 Reviews,Operating System: Tizen,HD Ready 1366 x 768 Pixels,Launch Year: 2022,1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel
"LG UQ7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Mode, AI Sound & Active HDR","36,900",4.4,"18,266 Ratings&2,011 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
KODAK 7XPRO Series 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"26,990",4.3,"9,100 Ratings&1,945 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2021,1 Year Warranty on Productand6 Months on Accessories
"Haier 80 cm (32 inch) HD Ready LED Smart Google TV with features Gogle Assistant, streaming services, ...","15,720",4.8,4 Ratings&0 Reviews,Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2023,Warranty takes care of any manufacturing defect or breakdown of product during warranty period.
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
"Coocaa Frameless 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV HDR 10+, Dolby Vision, Dolby Atmo...","35,999",4.2,293 Ratings&48 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Comprehensive Warranty On Product
SAMSUNG Crystal 4K iSmart Series 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV with with Crystal P...,"27,990",4.3,"16,950 Ratings&1,200 Reviews",Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel provided by the brand from the date of purchase
SAMSUNG Crystal 4K iSmart Series 125 cm (50 inch) Ultra HD (4K) LED Smart Tizen TV with with Crystal P...,"47,990",4.3,"16,950 Ratings&1,200 Reviews",Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel provided by the brand from the date of purchase
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
Sansui 80 cm (32 inch) HD Ready LED Smart Google TV,"11,750",4.1,110 Ratings&8 Reviews,Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2023,1 Year Warranty on the Product
LG All-in-One 108 cm (43 inch) Full HD LED Smart WebOS TV,"32,190",4.4,"5,244 Ratings&583 Reviews",Operating System: WebOS,Full HD 1920 x 1080 Pixels,Launch Year: 2019,1 Year Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
"Reliance 60 cm (24 inch) HD Ready LED Smart Android TV 2025 Edition with A+ & Full HD Support Display,...","6,999",4.1,116 Ratings&15 Reviews,Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 year comprehensive brand warranty
Blaupunkt Cybersound 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 60W Speaker...,"23,199",4.5,"7,845 Ratings&1,804 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2021,1 Year Warranty on Product & 6 Months on Accessories
CANDY 109 cm (43 inch) Ultra HD (4K) LED Smart Google TV,"14,999",4.5,472 Ratings&110 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 Years Warranty
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
"Compaq 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with 2GB RAM,Dolby Audio,Bezel-less Screen,...","22,990",4.1,"4,471 Ratings&652 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on Product
Foxsky 60 cm (24 inch) HD Ready LED Smart Android TV 2025 Edition,"5,999",4,22 Ratings&1 Reviews,Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Standard Manufacturer Warranty from Foxsky
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
InnoQ Spectra 102 cm (40 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"11,490",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
SAMSUNG 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV,"50,320",4.3,3 Ratings&0 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel)
SAMSUNG QLED 139.7 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV 2024 Model,"68,490",3.3,3 Ratings&0 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel)
"Hisense A6K 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Hands Free Voice Control, Dolby Vi...","24,999",4.3,"9,467 Ratings&1,281 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 Years Comprehensive Warranty
"Acer 80.01 cm (32 inch) HD Ready LED Smart Google TV with 1.5GB RAM, Dolby Audio","13,400",3.9,31 Ratings&3 Reviews,Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Years Warranty
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
"Infinix X3 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Anti-Blu Ray Technology, 1.07 Bill...","29,999",4.2,"1,366 Ratings&219 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Domestic Warranty
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
"LG OLED A3 164 cm (65 inch) OLED Ultra HD (4K) Smart WebOS TV Alpha7 AI Processor 4K Gen6, AI Picture ...","1,79,990",4.5,265 Ratings&26 Reviews,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
Lloyd 80 cm (32 inch) HD Ready LED Smart Linux TV with A+ Grade Panel,"13,000",3.9,27 Ratings&3 Reviews,Operating System: Linux,HD Ready 1366 x 768 Pixels,Launch Year: 2022,1 Year Comprehensive Warranty on the Product
Thomson OATHPRO Series 189 cm (75 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & D...,"61,999",4.5,"40,507 Ratings&9,599 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2020,1 Year Warranty on Product & 6 Months on Accessories
LG Nanocell 123 cm (49 inch) Ultra HD (4K) LED Smart WebOS TV,"56,899",4.6,31 Ratings&7 Reviews,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2020,1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
Thomson OATHPRO Series 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & D...,"28,599",4.5,"40,507 Ratings&9,599 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2020,1 Year Warranty on Product & 6 Months on Accessories
OnePlus Y1S 80 cm (32 inch) HD Ready LED Smart Android TV with Android 11 and Bezel-Less Frame,"14,240",4.3,"87,275 Ratings&7,807 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2022,1 Year Comprehensive Warranty and Additional 1 Year on Panel Provided By the Manufacturer from Date of Purchase
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
Coocaa Frameless 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with HDR 10 Dolby Audio and Eye ca...,"45,999",4.2,516 Ratings&74 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Warranty on Product
Coocaa Frameless 80 cm (32 inch) HD Ready LED Smart Google TV with HDR 10 Dolby Audio and Eye care tec...,"10,499",4.2,"1,471 Ratings&224 Reviews",Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2022,1 Year Domestic Warranty
SAMSUNG The Frame 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV with Matte Display,"70,699",4.2,"1,877 Ratings&221 Reviews",Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel
"LG UQ7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Mode, AI Sound & Active HDR","36,900",4.4,"18,266 Ratings&2,011 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
"IMPEX 80 cm (32 inch) HD Ready LED Smart Linux TV with Game Mode , Child Lock","9,600",4,198 Ratings&9 Reviews,Operating System: Linux,HD Ready 1366 x 768 Pixels,Launch Year: 2024,1 Year Warranty on Product
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
"Compaq 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with 2GB RAM,Dolby Audio,WCG+,HDR 10,ESE","23,299",4.1,"4,471 Ratings&652 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Warranty on the Product
